Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,AMDewptCalPl,ScenRelAMIns,LIfr12ZDENSd,AMInsWliScen,AMInstabMt,N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,CapInScen,LatestCIN,LLIW,CurPropConv,Dewpoints,LoLevMoistAd,InsChange,InsSclInScen,LowLLapse,MeanRH,MidLLapse,MountainFcst,MvmtFeatures,ScenRel3_4,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
May15_Jun14,H,CThruK,None,LessThanAve,Neutral,H,N1GtLIGt_4,MoreUnstable,Strong,StrongUp,WeakUp,WeakUp,StrongUp,StrongUp,Neutral,Neutral,Neutral,Wet,Cloudy,PC,Cloudy,Cloudy,Strong,DCVZFavor,Strong,None,Strong,Marked,LittleChange,LittleChange,LessThanAve,PartInhibit,Weak,None,HighEvrywher,Neutral,LittleChange,MoreUnstable,Stable,Average,ModerateOrLe,SIG,MarkedUpper,HI,H,XNIL,XNIL,SIG,DryMMoistL,Other,SigNegative,None,AllElse,LVorOther,E_NE
Jul16_Aug10,D,CThruK,Stifling,Average,Stability,CDEJ,N5GtLIGt_8,LessUnstable,Strong,Neutral,Neutral,Down,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,Clear,PC,PC,PC,Strong,StrongWest,Strong,Weak,Strong,Marked,LittleChange,LittleChange,Average,None,Moderate,Strong,LowAtStation,WeakPos,Increasing,MoreUnstable,Steep,Average,ModerateOrLe,SVR,MarkedUpper,D,D,SIG,SVR,SVR,DryMMoistL,None,SigNegative,Moving,SWQuad,LVorOther,DenvCyclone
Aug20_Sep15,B,AB,PartInhibit,LessThanAve,Stability,ABI,N1GtLIGt_4,MoreUnstable,Weak,Neutral,Down,Neutral,Down,Down,Dry,Dry,Dry,Dry,Cloudy,PC,PC,PC,Strong,Westerly,Strong,Strong,Strong,None,LittleChange,LittleChange,LessThanAve,Stifling,Strong,Moderate,LowMtsHighPl,Negative,LittleChange,MoreUnstable,Stable,Dry,Steep,XNIL,NoMajor,B,B,XNIL,XNIL,XNIL,DryMMoistL,DenvCyclone,NegToPos,QStationary,NWQuad,Westerly,DenvCyclone
Aug11_Aug20,K,CThruK,PartInhibit,LessThanAve,Stability,K,LILt_8,MoreUnstable,Weak,WeakUp,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,PC,Clear,Clear,Strong,Westerly,Weak,Weak,Strong,Some,LittleChange,LittleChange,LessThanAve,PartInhibit,Unfavorable,None,Other,Neutral,LittleChange,MoreUnstable,Steep,Average,ModerateOrLe,SIG,MarkedUpper,ACEFK,K,XNIL,SIG,SIG,DryMMoistL,MovingFtorOt,SigPositive,None,AllElse,LVorOther,WidespdDnsl
Jun15_Jul1,D,CThruK,PartInhibit,Average,Neutral,CDEJ,LIGt0,LessUnstable,Weak,StrongUp,Neutral,Down,Neutral,Neutral,Wet,Dry,Neutral,Neutral,Cloudy,Clear,Cloudy,Cloudy,Strong,Westerly,Strong,Strong,Strong,Marked,LittleChange,LittleChange,Average,PartInhibit,Moderate,Strong,LowNHighS,StrongPos,LittleChange,LessUnstable,CloseToDryAd,Average,CloseToDryAd,SVR,StrongFront,D,D,XNIL,XNIL,SVR,DryMMoistL,DryLine,SigPositive,QStationary,SWQuad,Westerly,WidespdDnsl
May15_Jun14,E,CThruK,PartInhibit,Average,Neutral,CDEJ,LILt_8,MoreUnstable,None,StrongUp,StronUp,Down,Down,Down,Wet,Neutral,VeryWet,Wet,Cloudy,Clear,Cloudy,Cloudy,None,Other,None,None,None,None,IncCapDecIns,Increasing,Average,Stifling,Strong,Moderate,LowNHighS,Neutral,Increasing,MoreUnstable,CloseToDryAd,Average,Steep,XNIL,StrongFront,ACEFK,E,SVR,SVR,SVR,MoistMDryL,E_W_N,NegToPos,None,AllElse,Westerly,DenvCyclone
Aug20_Sep15,H,CThruK,PartInhibit,Average,Neutral,H,N1GtLIGt_4,Average,Weak,StrongUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,VeryWet,Dry,Dry,Clear,Clear,Clear,Clear,Strong,Westerly,Weak,Weak,Weak,Some,LittleChange,LittleChange,Average,None,Weak,Moderate,Other,Negative,Increasing,MoreUnstable,Stable,VeryMoist,CloseToDryAd,SIG,OtherRapid,HI,H,SVR,SVR,SVR,Other,Other,SigPositive,None,LV,LVorOther,SEQuad
Jul16_Aug10,D,CThruK,None,LessThanAve,Neutral,CDEJ,N1GtLIGt_4,Average,None,WeakUp,Neutral,WeakUp,WeakUp,WeakUp,VeryWet,Dry,Neutral,Wet,Clear,Clear,Clear,PC,None,Westerly,None,Weak,Weak,None,LittleChange,LittleChange,LessThanAve,TotalInhibit,Weak,Slight,LowMtsHighPl,WeakPos,Increasing,MoreUnstable,ModerateOrLe,Dry,CloseToDryAd,XNIL,OtherRapid,D,D,SIG,SIG,SIG,DryMMoistL,DryLine,SigNegative,None,NWQuad,Westerly,LV
May15_Jun14,A,AB,PartInhibit,Average,Neutral,ABI,N5GtLIGt_8,LessUnstable,Weak,WeakUp,StronUp,Neutral,WeakUp,WeakUp,Neutral,VeryWet,Neutral,Dry,PC,Clear,PC,PC,Strong,Other,None,Weak,Weak,None,LittleChange,LittleChange,Average,PartInhibit,Weak,None,LowMtsHighPl,Negative,Decreasing,LessUnstable,Stable,Dry,Steep,XNIL,StrongFront,ACEFK,A,XNIL,XNIL,XNIL,Other,DenvCyclone,PosToNeg,Other,SWQuad,Westerly,SEQuad
Jul16_Aug10,K,CThruK,PartInhibit,Average,Neutral,K,N1GtLIGt_4,MoreUnstable,Strong,Neutral,StronUp,StrongUp,WeakUp,WeakUp,Dry,Wet,Dry,Wet,Clear,PC,PC,Cloudy,Strong,DCVZFavor,Weak,Weak,Strong,Marked,IncCapDecIns,Increasing,MoreThanAve,None,Strong,Strong,Other,Neutral,LittleChange,MoreUnstable,Steep,Average,ModerateOrLe,SVR,StrongFront,ACEFK,K,XNIL,XNIL,SVR,DryMMoistL,MovingFtorOt,PosToNeg,Moving,AllElse,Westerly,SEQuad
Jun15_Jul1,C,CThruK,PartInhibit,Average,Instability,CDEJ,N1GtLIGt_4,MoreUnstable,Weak,Neutral,WeakUp,Neutral,Neutral,Neutral,VeryWet,Neutral,VeryWet,VeryWet,PC,Clear,PC,Cloudy,Strong,Other,None,Strong,Strong,Some,IncCapDecIns,Increasing,MoreThanAve,PartInhibit,Weak,None,Other,Negative,Decreasing,MoreUnstable,Steep,Average,CloseToDryAd,SIG,StrongFront,ACEFK,C,XNIL,XNIL,SIG,Other,E_W_S,PosToNeg,Other,NWQuad,Westerly,LongAnticyc
May15_Jun14,B,AB,PartInhibit,Average,Instability,ABI,N5GtLIGt_8,MoreUnstable,Weak,Neutral,Neutral,Down,Neutral,Neutral,Neutral,Dry,Dry,Dry,Clear,PC,Clear,Clear,Strong,DCVZFavor,Weak,None,Weak,Marked,IncCapDecIns,Increasing,MoreThanAve,None,Weak,Moderate,LowEvrywhere,Neutral,Decreasing,Average,Steep,Average,CloseToDryAd,SIG,NoMajor,B,B,XNIL,SIG,SIG,DryMMoistL,E_W_S,NegToPos,Other,AllElse,LVorOther,DenvCyclone
Aug20_Sep15,K,CThruK,PartInhibit,LessThanAve,Neutral,K,LILt_8,MoreUnstable,None,Neutral,StronUp,Neutral,WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,Cloudy,PC,Cloudy,Cloudy,None,DCVZFavor,None,Weak,Weak,None,LittleChange,LittleChange,LessThanAve,None,Weak,Moderate,LowNHighS,Negative,Decreasing,Average,Stable,Average,ModerateOrLe,XNIL,StrongFront,ACEFK,K,XNIL,XNIL,XNIL,Other,E_W_N,NegToPos,QStationary,NWQuad,LVorOther,WidespdDnsl
Jun15_Jul1,G,CThruK,Stifling,Average,Neutral,G,N5GtLIGt_8,Average,Strong,Neutral,Neutral,Down,Neutral,Neutral,Dry,Neutral,VeryWet,VeryWet,PC,Clear,Cloudy,Cloudy,Strong,Other,Weak,Strong,Strong,Some,LittleChange,LittleChange,Average,PartInhibit,Weak,None,LowAtStation,WeakPos,Increasing,Average,CloseToDryAd,Dry,CloseToDryAd,SVR,OtherRapid,GJ,G,XNIL,XNIL,SVR,Other,None,LittleChange,QStationary,NWQuad,Westerly,LV
Aug20_Sep15,H,CThruK,TotalInhibit,MoreThanAve,Neutral,H,LIGt0,Average,Weak,StrongUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,PC,PC,PC,PC,Strong,Other,None,None,Weak,None,LittleChange,LittleChange,MoreThanAve,None,Moderate,Slight,HighEvrywher,StrongPos,Increasing,Average,ModerateOrLe,Average,CloseToDryAd,SIG,MarkedUpper,HI,H,XNIL,XNIL,SIG,Other,E_W_N,LittleChange,None,NWQuad,Westerly,E_NE
Jul16_Aug10,J,CThruK,PartInhibit,Average,Neutral,CDEJ,LIGt0,LessUnstable,Weak,Down,Down,WeakUp,Down,Down,Neutral,Neutral,Neutral,Wet,PC,Clear,PC,PC,Weak,DCVZFavor,None,None,Weak,None,IncCapDecIns,Increasing,MoreThanAve,PartInhibit,Moderate,Slight,LowAtStation,Neutral,LittleChange,LessUnstable,Steep,Average,Steep,XNIL,OtherRapid,GJ,J,XNIL,XNIL,XNIL,DryMMoistL,DryLine,PosToNeg,QStationary,LV,LVorOther,SEQuad
Jul16_Aug10,E,CThruK,Stifling,MoreThanAve,Instability,CDEJ,N1GtLIGt_4,MoreUnstable,Strong,Down,Neutral,StrongUp,Down,Down,Wet,Neutral,Neutral,Neutral,PC,Clear,Clear,Clear,Strong,DCVZFavor,Strong,None,Strong,Marked,DecCapIncIns,Decreasing,LessThanAve,PartInhibit,Moderate,Strong,LowSHighN,Negative,Decreasing,LessUnstable,Steep,Average,Steep,SIG,NoMajor,ACEFK,E,SIG,SIG,SIG,MoistMDryL,None,SigPositive,None,SWQuad,Westerly,LV
May15_Jun14,B,AB,PartInhibit,LessThanAve,Stability,ABI,N5GtLIGt_8,MoreUnstable,None,StrongUp,WeakUp,WeakUp,WeakUp,WeakUp,Dry,VeryWet,Dry,Neutral,Clear,PC,Cloudy,Cloudy,None,StrongWest,None,Strong,Weak,None,DecCapIncIns,Decreasing,LessThanAve,None,Moderate,Moderate,LowSHighN,WeakPos,LittleChange,MoreUnstable,ModerateOrLe,Average,CloseToDryAd,XNIL,NoMajor,B,B,SVR,SVR,SVR,DryMMoistL,E_W_S,LittleChange,Other,LV,LVorOther,DenvCyclone
May15_Jun14,K,CThruK,PartInhibit,Average,Stability,K,N5GtLIGt_8,Average,Strong,Down,Neutral,Down,Down,Down,Dry,Neutral,Dry,Dry,Clear,Clear,Clear,Clear,Strong,StrongWest,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,MoreThanAve,PartInhibit,Moderate,Moderate,Other,Negative,LittleChange,Average,Steep,Average,Steep,SIG,MarkedUpper,ACEFK,K,XNIL,XNIL,SIG,Other,MovingFtorOt,NegToPos,Moving,AllElse,LVorOther,WidespdDnsl
Jun15_Jul1,A,AB,Stifling,MoreThanAve,Stability,ABI,LIGt0,LessUnstable,Strong,Down,Neutral,Down,Down,Down,Neutral,Dry,Neutral,Neutral,Cloudy,PC,Cloudy,Cloudy,Strong,Other,None,None,None,None,LittleChange,LittleChange,MoreThanAve,None,Strong,Strong,Other,Negative,Decreasing,LessUnstable,Stable,VeryMoist,Steep,SVR,StrongFront,ACEFK,A,SIG,SIG,SVR,DryMMoistL,DenvCyclone,LittleChange,Other,SWQuad,Westerly,E_NE
May15_Jun14,B,AB,Stifling,LessThanAve,Instability,ABI,N5GtLIGt_8,LessUnstable,Strong,WeakUp,Down,Down,Down,Down,Neutral,Dry,Dry,Dry,Clear,PC,PC,PC,Strong,Westerly,Strong,Weak,Weak,Some,IncCapDecIns,Increasing,Average,None,Moderate,Strong,LowMtsHighPl,Negative,LittleChange,LessUnstable,CloseToDryAd,Dry,ModerateOrLe,SIG,StrongFront,B,B,XNIL,XNIL,SIG,Other,DenvCyclone,NegToPos,QStationary,AllElse,Westerly,SEQuad
Jul16_Aug10,E,CThruK,TotalInhibit,MoreThanAve,Neutral,CDEJ,N1GtLIGt_4,LessUnstable,None,WeakUp,Neutral,Down,Neutral,Neutral,Neutral,Neutral,Wet,Wet,PC,PC,Clear,Clear,None,StrongWest,None,None,None,None,DecCapIncIns,Decreasing,MoreThanAve,None,Unfavorable,None,HighEvrywher,Neutral,Decreasing,LessUnstable,CloseToDryAd,Dry,ModerateOrLe,XNIL,OtherRapid,ACEFK,E,XNIL,XNIL,XNIL,Other,DryLine,SigPositive,None,SWQuad,Westerly,WidespdDnsl
Aug20_Sep15,I,CThruK,PartInhibit,Average,Instability,ABI,N1GtLIGt_4,MoreUnstable,Strong,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,Clear,Cloudy,Clear,Clear,Strong,DCVZFavor,Weak,None,Weak,Marked,DecCapIncIns,Decreasing,LessThanAve,None,Weak,Slight,LowSHighN,WeakPos,Increasing,MoreUnstable,ModerateOrLe,VeryMoist,ModerateOrLe,SVR,MarkedUpper,HI,I,SIG,SIG,SVR,DryMMoistL,E_W_N,PosToNeg,QStationary,AllElse,Westerly,DenvCyclone
Jun15_Jul1,K,CThruK,Stifling,Average,Neutral,K,N1GtLIGt_4,Average,Weak,StrongUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,PC,Clear,PC,Cloudy,Strong,StrongWest,Strong,None,Strong,Marked,IncCapDecIns,Increasing,MoreThanAve,PartInhibit,Weak,Moderate,Other,Negative,Decreasing,LessUnstable,Stable,Dry,Steep,XNIL,NoMajor,ACEFK,K,XNIL,XNIL,XNIL,DryMMoistL,Other,SigNegative,Moving,AllElse,Westerly,E_NE
Jul16_Aug10,H,CThruK,PartInhibit,Average,Neutral,H,N1GtLIGt_4,Average,Strong,StrongUp,WeakUp,StrongUp,StrongUp,StrongUp,Dry,Wet,Wet,VeryWet,PC,PC,PC,Cloudy,Strong,Westerly,Strong,None,Weak,Some,LittleChange,LittleChange,Average,PartInhibit,Unfavorable,None,LowMtsHighPl,StrongPos,LittleChange,Average,Stable,Average,ModerateOrLe,SVR,MarkedUpper,HI,H,XNIL,XNIL,SVR,DryMMoistL,None,SigPositive,None,SWQuad,LVorOther,E_NE
Jun15_Jul1,B,AB,PartInhibit,Average,Stability,ABI,N5GtLIGt_8,LessUnstable,Strong,WeakUp,Down,Neutral,WeakUp,WeakUp,Dry,Neutral,Dry,Neutral,Clear,Clear,Clear,PC,Strong,DCVZFavor,Weak,Weak,Strong,Marked,DecCapIncIns,Decreasing,LessThanAve,Stifling,Strong,Slight,LowNHighS,Negative,Decreasing,LessUnstable,ModerateOrLe,VeryMoist,Steep,SIG,NoMajor,B,B,XNIL,XNIL,SIG,Other,E_W_S,NegToPos,Moving,SWQuad,Westerly,SEQuad
May15_Jun14,C,CThruK,PartInhibit,LessThanAve,Stability,CDEJ,N1GtLIGt_4,LessUnstable,Weak,WeakUp,Neutral,WeakUp,WeakUp,WeakUp,Wet,Dry,VeryWet,Wet,PC,PC,PC,PC,Strong,StrongWest,Strong,None,Strong,Some,DecCapIncIns,Decreasing,LessThanAve,PartInhibit,Weak,None,LowEvrywhere,Neutral,LittleChange,LessUnstable,ModerateOrLe,Dry,Steep,SVR,NoMajor,ACEFK,C,XNIL,XNIL,SVR,Other,DryLine,NegToPos,Other,NWQuad,LVorOther,LongAnticyc
Aug20_Sep15,E,CThruK,Stifling,Average,Neutral,CDEJ,N1GtLIGt_4,LessUnstable,Weak,WeakUp,Neutral,Neutral,WeakUp,WeakUp,Wet,Dry,Wet,Wet,PC,Clear,Clear,Clear,Strong,DCVZFavor,Weak,Weak,Strong,Marked,LittleChange,LittleChange,Average,None,Weak,Slight,LowNHighS,WeakPos,Increasing,LessUnstable,CloseToDryAd,Average,ModerateOrLe,SIG,NoMajor,ACEFK,E,XNIL,XNIL,SIG,MoistMDryL,None,LittleChange,None,SWQuad,Westerly,WidespdDnsl
Aug11_Aug20,A,AB,PartInhibit,LessThanAve,Instability,ABI,LIGt0,LessUnstable,Strong,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Wet,Wet,PC,Clear,Clear,Clear,Strong,StrongWest,Strong,None,Strong,Some,LittleChange,LittleChange,LessThanAve,PartInhibit,Strong,Strong,LowNHighS,Negative,Decreasing,LessUnstable,ModerateOrLe,Average,Steep,XNIL,StrongFront,ACEFK,A,SVR,SVR,SVR,DryMMoistL,DenvCyclone,NegToPos,Other,SWQuad,LVorOther,DenvCyclone
Jul16_Aug10,B,AB,None,LessThanAve,Stability,ABI,N5GtLIGt_8,LessUnstable,Weak,Neutral,StronUp,StrongUp,StrongUp,StrongUp,Neutral,VeryWet,Dry,Wet,PC,PC,Cloudy,Cloudy,Strong,Other,Weak,Weak,Weak,None,LittleChange,LittleChange,LessThanAve,Stifling,Moderate,Slight,LowMtsHighPl,WeakPos,LittleChange,LessUnstable,Steep,Average,CloseToDryAd,SVR,StrongFront,B,B,XNIL,XNIL,SVR,DryMMoistL,DenvCyclone,LittleChange,Moving,NWQuad,LVorOther,LV
May15_Jun14,G,CThruK,PartInhibit,LessThanAve,Neutral,G,N1GtLIGt_4,MoreUnstable,None,StrongUp,Neutral,Down,Down,Down,Wet,VeryWet,Wet,Wet,PC,PC,PC,PC,None,Other,None,Strong,Strong,None,DecCapIncIns,Decreasing,LessThanAve,PartInhibit,Weak,Moderate,LowEvrywhere,StrongPos,LittleChange,MoreUnstable,Steep,Dry,CloseToDryAd,XNIL,NoMajor,GJ,G,XNIL,XNIL,XNIL,MoistMDryL,None,SigPositive,None,LV,LVorOther,WidespdDnsl
Jul16_Aug10,D,CThruK,PartInhibit,LessThanAve,Instability,CDEJ,N1GtLIGt_4,MoreUnstable,None,WeakUp,Neutral,StrongUp,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,Clear,PC,Clear,Clear,None,Other,None,None,None,None,LittleChange,LittleChange,LessThanAve,Stifling,Weak,None,LowAtStation,Negative,Decreasing,Average,ModerateOrLe,Dry,CloseToDryAd,XNIL,MarkedUpper,D,D,XNIL,XNIL,XNIL,DryMMoistL,DryLine,NegToPos,None,NWQuad,Westerly,DenvCyclone
Aug20_Sep15,F,CThruK,PartInhibit,Average,Instability,F,N1GtLIGt_4,Average,Weak,StrongUp,Down,Neutral,Neutral,Neutral,Wet,Wet,Wet,Wet,Clear,Clear,Clear,Clear,Strong,DCVZFavor,Strong,Weak,Strong,Some,DecCapIncIns,Decreasing,LessThanAve,PartInhibit,Strong,Strong,HighEvrywher,WeakPos,LittleChange,Average,Steep,VeryMoist,ModerateOrLe,SVR,NoMajor,ACEFK,F,XNIL,XNIL,SVR,Other,None,LittleChange,Other,LV,Westerly,LV
Aug11_Aug20,D,CThruK,Stifling,MoreThanAve,Neutral,CDEJ,N5GtLIGt_8,LessUnstable,Strong,StrongUp,Neutral,Neutral,WeakUp,WeakUp,VeryWet,Neutral,Wet,Wet,PC,Clear,PC,PC,Strong,StrongWest,Strong,None,Weak,Marked,IncCapDecIns,Increasing,MoreThanAve,None,Moderate,Strong,LowAtStation,StrongPos,Increasing,Average,Steep,Average,ModerateOrLe,SIG,OtherRapid,D,D,XNIL,XNIL,SIG,MoistMDryL,None,SigNegative,None,NWQuad,LVorOther,WidespdDnsl
May15_Jun14,E,CThruK,PartInhibit,Average,Instability,CDEJ,N5GtLIGt_8,MoreUnstable,Strong,Down,Neutral,StrongUp,Neutral,Neutral,Wet,Neutral,Dry,Dry,PC,Clear,Clear,Clear,Strong,DCVZFavor,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,MoreThanAve,PartInhibit,Moderate,Slight,LowEvrywhere,Negative,Decreasing,Average,CloseToDryAd,Dry,ModerateOrLe,XNIL,NoMajor,ACEFK,E,SIG,SIG,SIG,Other,None,SigPositive,None,SWQuad,LVorOther,LongAnticyc
Jul16_Aug10,C,CThruK,PartInhibit,LessThanAve,Instability,CDEJ,N5GtLIGt_8,MoreUnstable,Weak,StrongUp,StronUp,Down,Neutral,Neutral,Neutral,VeryWet,VeryWet,VeryWet,PC,Clear,PC,PC,Strong,Westerly,Strong,None,Weak,None,DecCapIncIns,Decreasing,LessThanAve,PartInhibit,Weak,None,LowEvrywhere,Negative,Decreasing,Average,CloseToDryAd,Average,CloseToDryAd,SIG,NoMajor,ACEFK,C,XNIL,XNIL,SIG,Other,E_W_N,SigPositive,Other,NWQuad,Westerly,LongAnticyc
May15_Jun14,B,AB,Stifling,Average,Stability,ABI,N1GtLIGt_4,LessUnstable,None,Neutral,WeakUp,Down,WeakUp,WeakUp,Neutral,Wet,Wet,Wet,PC,PC,PC,Clear,Weak,StrongWest,Weak,None,Weak,None,LittleChange,LittleChange,Average,Stifling,Weak,None,LowMtsHighPl,Negative,Decreasing,LessUnstable,ModerateOrLe,Average,Steep,XNIL,NoMajor,B,B,XNIL,XNIL,XNIL,Other,E_W_S,PosToNeg,Other,LV,LVorOther,SEQuad
Aug20_Sep15,E,CThruK,PartInhibit,Average,Instability,CDEJ,N5GtLIGt_8,MoreUnstable,Weak,Down,WeakUp,WeakUp,Neutral,Neutral,Dry,Wet,VeryWet,VeryWet,Clear,Cloudy,Clear,PC,Weak,StrongWest,Weak,Weak,Weak,Marked,IncCapDecIns,Increasing,MoreThanAve,None,Strong,Strong,LowEvrywhere,WeakPos,Increasing,MoreUnstable,CloseToDryAd,Average,ModerateOrLe,XNIL,NoMajor,ACEFK,E,SVR,SVR,SVR,Other,DenvCyclone,LittleChange,Moving,SWQuad,Westerly,LV
Jul16_Aug10,B,AB,Stifling,MoreThanAve,Stability,ABI,N1GtLIGt_4,LessUnstable,Weak,Neutral,Neutral,StrongUp,StrongUp,StrongUp,VeryWet,Wet,VeryWet,VeryWet,PC,Clear,Clear,Clear,Strong,Other,None,Weak,Weak,None,DecCapIncIns,Decreasing,LessThanAve,None,Weak,Slight,HighEvrywher,Neutral,LittleChange,LessUnstable,ModerateOrLe,VeryMoist,Steep,SIG,NoMajor,B,B,XNIL,XNIL,SIG,MoistMDryL,DenvCyclone,PosToNeg,Other,AllElse,Westerly,SEQuad
Jun15_Jul1,H,CThruK,TotalInhibit,MoreThanAve,Instability,H,N5GtLIGt_8,MoreUnstable,Weak,StrongUp,Neutral,StrongUp,StrongUp,StrongUp,Wet,Wet,Neutral,Wet,Clear,PC,Clear,PC,Weak,Other,None,None,None,Some,LittleChange,LittleChange,MoreThanAve,PartInhibit,Moderate,Moderate,LowMtsHighPl,WeakPos,LittleChange,MoreUnstable,ModerateOrLe,VeryMoist,ModerateOrLe,XNIL,MarkedUpper,HI,H,XNIL,XNIL,XNIL,DryMMoistL,E_W_S,SigNegative,Moving,SWQuad,Westerly,E_NE
Aug20_Sep15,C,CThruK,PartInhibit,Average,Instability,CDEJ,N1GtLIGt_4,MoreUnstable,Weak,StrongUp,Down,WeakUp,WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,PC,Clear,Clear,Clear,Strong,StrongWest,Strong,None,Strong,Some,IncCapDecIns,Increasing,MoreThanAve,None,Moderate,Strong,LowNHighS,WeakPos,Increasing,MoreUnstable,Steep,Average,CloseToDryAd,SIG,OtherRapid,ACEFK,C,SVR,SVR,SVR,MoistMDryL,E_W_N,SigPositive,Other,NWQuad,LVorOther,LongAnticyc
May15_Jun14,K,CThruK,PartInhibit,MoreThanAve,Stability,K,N1GtLIGt_4,LessUnstable,Weak,Neutral,StronUp,Down,Neutral,Neutral,Dry,Neutral,VeryWet,Wet,Cloudy,Clear,Cloudy,Cloudy,Strong,Other,None,None,None,None,LittleChange,LittleChange,MoreThanAve,None,Weak,Slight,LowMtsHighPl,Neutral,LittleChange,LessUnstable,Steep,Average,ModerateOrLe,XNIL,MarkedUpper,ACEFK,K,SIG,SIG,SIG,DryMMoistL,None,SigPositive,QStationary,SWQuad,Westerly,WidespdDnsl
Jul16_Aug10,F,CThruK,PartInhibit,LessThanAve,Stability,F,N1GtLIGt_4,LessUnstable,None,Neutral,Neutral,Down,Down,Down,Dry,Dry,Neutral,Dry,PC,PC,Clear,Clear,Strong,Other,Weak,Weak,Weak,None,LittleChange,LittleChange,LessThanAve,None,Moderate,Slight,HighEvrywher,Negative,Decreasing,LessUnstable,ModerateOrLe,VeryMoist,ModerateOrLe,SIG,NoMajor,ACEFK,F,XNIL,XNIL,SIG,Other,None,LittleChange,None,AllElse,LVorOther,SEQuad
Jul16_Aug10,F,CThruK,PartInhibit,Average,Stability,F,N1GtLIGt_4,LessUnstable,Weak,WeakUp,Neutral,Neutral,Neutral,Neutral,Wet,Dry,Dry,Dry,Clear,Clear,Clear,Clear,Weak,Westerly,Weak,Weak,Strong,None,LittleChange,LittleChange,Average,None,Moderate,Moderate,HighEvrywher,StrongPos,Increasing,LessUnstable,Stable,VeryMoist,ModerateOrLe,XNIL,NoMajor,ACEFK,F,SIG,SIG,SIG,Other,E_W_N,LittleChange,None,LV,LVorOther,LongAnticyc
Aug20_Sep15,J,CThruK,None,Average,Instability,CDEJ,N5GtLIGt_8,MoreUnstable,None,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Dry,PC,Clear,Clear,Clear,None,Westerly,None,Weak,Strong,None,IncCapDecIns,Increasing,MoreThanAve,PartInhibit,Strong,Strong,LowAtStation,Neutral,Decreasing,LessUnstable,CloseToDryAd,Average,Steep,XNIL,NoMajor,GJ,J,XNIL,XNIL,XNIL,DryMMoistL,DryLine,LittleChange,Moving,LV,LVorOther,LV
Jul2_Jul15,E,CThruK,None,LessThanAve,Stability,CDEJ,N1GtLIGt_4,Average,None,Neutral,Down,StrongUp,StrongUp,StrongUp,Neutral,Dry,Dry,Dry,Clear,Clear,Clear,Clear,None,Other,None,Weak,Weak,None,DecCapIncIns,Decreasing,LessThanAve,None,Weak,Slight,LowEvrywhere,Negative,Decreasing,LessUnstable,Steep,Average,ModerateOrLe,XNIL,OtherRapid,ACEFK,E,XNIL,XNIL,XNIL,MoistMDryL,None,SigPositive,QStationary,SWQuad,Westerly,DenvCyclone
Jul16_Aug10,J,CThruK,TotalInhibit,MoreThanAve,Stability,CDEJ,N1GtLIGt_4,LessUnstable,None,Down,WeakUp,WeakUp,Neutral,Neutral,Dry,Wet,Dry,Dry,PC,PC,PC,Clear,None,StrongWest,None,Weak,None,None,LittleChange,LittleChange,MoreThanAve,PartInhibit,Moderate,Moderate,LowAtStation,Neutral,LittleChange,LessUnstable,ModerateOrLe,Average,Steep,XNIL,NoMajor,GJ,J,SIG,SIG,SIG,DryMMoistL,DenvCyclone,LittleChange,None,LV,LVorOther,DenvCyclone
Jun15_Jul1,J,CThruK,Stifling,MoreThanAve,Neutral,CDEJ,LIGt0,LessUnstable,None,Neutral,StronUp,WeakUp,WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,PC,PC,Clear,Clear,Weak,StrongWest,Strong,Strong,Strong,Some,IncCapDecIns,Increasing,MoreThanAve,PartInhibit,Weak,None,LowAtStation,Negative,LittleChange,LessUnstable,Steep,Average,CloseToDryAd,XNIL,NoMajor,GJ,J,XNIL,XNIL,XNIL,Other,DryLine,LittleChange,QStationary,LV,LVorOther,LV
