Age,SocioEcon,RiskAversion,MakeModel,VehicleYear,Antilock,Mileage,SeniorTrain,DrivingSkill,DrivQuality,Accident,Airbag,AntiTheft,CarValue,RuggedAuto,Cushioning,DrivHist,GoodStudent,HomeBase,ILiCost,MedCost,OtherCar,OtherCarCost,ThisCarDam,Theft,ThisCarCost,PropCost
Senior,Middle,Cautious,SportsCar,Older,False,TwentyThou,True,Expert,Excellent,None,False,True,TwentyThou,EggShell,Fair,Zero,False,Secure,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Prole,Adventurous,Economy,Older,False,TwentyThou,False,SubStandard,Poor,Severe,False,False,TenThou,EggShell,Poor,Many,False,City,TenThou,Million,True,Thousand,Severe,False,TenThou,TenThou
Adult,Middle,Cautious,FamilySedan,Older,False,TwentyThou,False,Normal,Excellent,None,False,True,FiveThou,Football,Fair,One,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,Middle,Cautious,FamilySedan,Older,False,TwentyThou,True,SubStandard,Poor,Mild,False,True,TwentyThou,Tank,Good,Many,False,Secure,Thousand,Thousand,True,Thousand,Mild,False,TenThou,TenThou
Adult,Prole,Adventurous,Economy,Older,False,FiveThou,False,SubStandard,Poor,None,False,False,TenThou,EggShell,Poor,Many,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Middle,Normal,FamilySedan,Current,False,FiveThou,False,SubStandard,Poor,None,True,True,TwentyThou,EggShell,Good,Many,False,Suburb,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Adult,Middle,Psychopath,FamilySedan,Current,True,FiftyThou,False,Expert,Excellent,None,True,False,TwentyThou,Football,Good,Zero,False,Secure,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Adventurous,FamilySedan,Older,False,FiftyThou,False,SubStandard,Poor,Severe,True,False,FiveThou,Football,Good,Many,False,Rural,TenThou,Thousand,True,TenThou,Severe,False,TenThou,HundredThou
Adult,Prole,Cautious,SportsCar,Older,False,TwentyThou,False,Normal,Normal,None,False,True,TwentyThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,FamilySedan,Current,True,FiftyThou,False,Normal,Normal,None,True,True,TenThou,EggShell,Good,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Normal,FamilySedan,Current,False,TwentyThou,False,Normal,Normal,None,True,True,TenThou,Football,Excellent,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Normal,FamilySedan,Current,True,TwentyThou,False,SubStandard,Poor,None,True,True,TwentyThou,Football,Good,Many,True,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,UpperMiddle,Normal,Luxury,Current,True,TwentyThou,False,Normal,Normal,None,True,True,FiftyThou,Tank,Excellent,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,Prole,Cautious,Economy,Older,False,FiftyThou,False,Expert,Excellent,None,False,True,FiveThou,Football,Fair,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Senior,Prole,Cautious,Economy,Older,False,TwentyThou,True,Normal,Normal,None,False,True,FiveThou,EggShell,Fair,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Adventurous,Economy,Older,False,FiveThou,False,Normal,Normal,None,False,False,TenThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adolescent,UpperMiddle,Normal,Luxury,Older,True,TwentyThou,False,Normal,Normal,None,True,True,FiftyThou,EggShell,Good,Zero,True,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,Prole,Normal,Economy,Older,False,FiftyThou,False,SubStandard,Poor,None,False,False,FiveThou,Football,Fair,Many,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Cautious,Luxury,Current,True,FiftyThou,False,Normal,Normal,None,True,True,FiftyThou,EggShell,Poor,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Adventurous,FamilySedan,Current,False,FiftyThou,False,Expert,Excellent,None,True,False,TwentyThou,Tank,Excellent,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Adventurous,Luxury,Current,True,Domino,False,Normal,Poor,Severe,True,True,FiftyThou,EggShell,Poor,Many,False,City,Thousand,TenThou,True,TenThou,Severe,False,HundredThou,HundredThou
Adolescent,Middle,Normal,Economy,Older,False,FiftyThou,False,SubStandard,Poor,None,True,False,FiveThou,EggShell,Fair,Many,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Cautious,Economy,Older,False,TwentyThou,False,SubStandard,Poor,Severe,False,True,FiveThou,EggShell,Fair,Many,False,City,Thousand,TenThou,False,Thousand,Severe,False,TenThou,TenThou
Adult,Prole,Cautious,FamilySedan,Older,False,FiftyThou,False,Normal,Excellent,None,False,True,TenThou,EggShell,Fair,Zero,False,Rural,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Senior,Middle,Cautious,FamilySedan,Older,False,FiftyThou,True,Expert,Excellent,None,False,True,TenThou,Football,Good,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,Economy,Older,False,TwentyThou,False,Normal,Normal,None,False,False,FiveThou,EggShell,Fair,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Senior,Prole,Cautious,SportsCar,Older,False,FiveThou,True,SubStandard,Poor,Moderate,False,True,TwentyThou,EggShell,Poor,Many,False,City,Thousand,TenThou,False,TenThou,Moderate,False,HundredThou,HundredThou
Adolescent,Prole,Adventurous,Economy,Older,False,FiftyThou,False,Normal,Excellent,None,False,False,FiveThou,EggShell,Poor,One,True,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adolescent,UpperMiddle,Normal,FamilySedan,Current,False,TwentyThou,False,SubStandard,Poor,Moderate,True,True,TwentyThou,Football,Good,Many,False,Suburb,Thousand,Thousand,True,HundredThou,Moderate,False,HundredThou,Million
Senior,Middle,Cautious,FamilySedan,Older,False,TwentyThou,True,SubStandard,Poor,None,False,True,FiveThou,Football,Fair,One,False,Secure,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Normal,Economy,Older,False,TwentyThou,False,SubStandard,Poor,Severe,False,False,TenThou,Football,Fair,Many,False,City,HundredThou,Thousand,False,TenThou,Severe,False,TenThou,TenThou
Adult,Middle,Cautious,Economy,Current,False,TwentyThou,False,Normal,Excellent,None,True,True,TenThou,Football,Excellent,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Cautious,Luxury,Current,True,TwentyThou,False,Expert,Excellent,None,True,True,FiftyThou,Football,Good,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Middle,Adventurous,FamilySedan,Older,False,TwentyThou,False,Normal,Poor,Mild,False,False,FiveThou,Tank,Excellent,Zero,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,FamilySedan,Current,True,FiftyThou,False,SubStandard,Poor,None,True,False,TwentyThou,Football,Excellent,Many,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,UpperMiddle,Adventurous,FamilySedan,Older,False,FiveThou,False,SubStandard,Poor,Mild,False,False,TenThou,Football,Poor,Many,False,City,Thousand,Thousand,True,Thousand,Mild,False,Thousand,Thousand
Adult,Prole,Normal,Economy,Older,False,FiveThou,False,Normal,Normal,None,False,False,FiveThou,Football,Fair,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Senior,UpperMiddle,Psychopath,Luxury,Current,True,FiveThou,False,SubStandard,Poor,Mild,True,False,FiftyThou,EggShell,Good,Many,False,City,Thousand,Thousand,False,Thousand,Mild,False,Thousand,TenThou
Adult,Middle,Adventurous,FamilySedan,Older,False,FiftyThou,False,Normal,Normal,None,False,False,TenThou,Tank,Excellent,Zero,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Psychopath,SportsCar,Current,True,FiveThou,False,Normal,Poor,Mild,True,False,TwentyThou,EggShell,Poor,One,False,City,Thousand,Thousand,True,Thousand,Mild,False,Thousand,Thousand
Adolescent,Middle,Adventurous,SportsCar,Older,False,Domino,False,Normal,Poor,Severe,False,False,FiveThou,EggShell,Poor,One,False,City,Thousand,HundredThou,True,Thousand,Severe,False,Thousand,TenThou
Adult,Middle,Normal,FamilySedan,Older,False,TwentyThou,False,Normal,Normal,None,True,False,TenThou,Tank,Excellent,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,Middle,Normal,FamilySedan,Older,False,FiftyThou,False,Normal,Normal,None,True,False,FiveThou,Tank,Excellent,Zero,False,Suburb,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,FamilySedan,Older,False,FiftyThou,False,SubStandard,Poor,Mild,False,False,TenThou,Football,Good,Many,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Adventurous,FamilySedan,Older,False,FiftyThou,False,Normal,Excellent,None,False,False,FiveThou,Tank,Excellent,Many,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,UpperMiddle,Cautious,SportsCar,Current,True,TwentyThou,True,Normal,Normal,None,True,True,TwentyThou,EggShell,Poor,Zero,False,Secure,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Adventurous,FamilySedan,Older,False,FiftyThou,False,SubStandard,Poor,Mild,False,False,FiveThou,Football,Fair,Many,False,Suburb,Thousand,Thousand,False,Thousand,Mild,False,Thousand,Thousand
Adult,Middle,Cautious,FamilySedan,Older,False,FiveThou,False,Normal,Normal,None,False,True,TenThou,Football,Fair,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adolescent,UpperMiddle,Normal,Luxury,Current,True,Domino,False,SubStandard,Poor,Severe,True,True,FiftyThou,Football,Good,Many,False,Suburb,Thousand,Thousand,True,TenThou,Severe,False,HundredThou,HundredThou
Adult,Middle,Normal,Economy,Current,False,Domino,False,Normal,Normal,None,True,False,TenThou,Football,Fair,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,Economy,Older,False,TwentyThou,False,Normal,Normal,None,False,False,TenThou,EggShell,Poor,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Cautious,SportsCar,Older,False,FiftyThou,False,SubStandard,Poor,Severe,False,True,TenThou,EggShell,Fair,Many,False,Secure,Thousand,Thousand,True,TenThou,Severe,False,TenThou,HundredThou
Senior,Prole,Normal,SportsCar,Older,False,Domino,False,SubStandard,Poor,Severe,False,True,FiveThou,EggShell,Fair,One,False,City,Million,TenThou,False,HundredThou,Severe,False,TenThou,HundredThou
Adult,Prole,Normal,SportsCar,Older,False,FiftyThou,False,Normal,Normal,None,False,False,TenThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,UpperMiddle,Normal,Luxury,Older,False,Domino,False,Normal,Normal,None,False,True,TenThou,Tank,Excellent,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,FamilySedan,Older,False,FiftyThou,False,Normal,Normal,None,False,False,FiveThou,Tank,Excellent,Zero,False,Suburb,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Adolescent,Middle,Normal,Economy,Older,False,FiftyThou,False,SubStandard,Poor,Severe,False,False,FiveThou,EggShell,Poor,Many,False,Suburb,Thousand,Million,True,TenThou,Severe,False,TenThou,TenThou
Adult,UpperMiddle,Adventurous,Luxury,Current,True,FiftyThou,False,Normal,Normal,None,True,False,FiftyThou,EggShell,Fair,One,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Senior,UpperMiddle,Normal,Luxury,Current,True,FiveThou,False,SubStandard,Poor,None,True,True,FiftyThou,Football,Good,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,Economy,Older,False,FiftyThou,False,Normal,Normal,None,False,False,FiveThou,Football,Good,Zero,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adolescent,Middle,Normal,FamilySedan,Older,False,TwentyThou,False,SubStandard,Poor,None,False,False,FiveThou,Tank,Excellent,Many,True,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,FamilySedan,Older,False,FiftyThou,False,SubStandard,Poor,Mild,False,False,FiveThou,Tank,Good,Many,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Adventurous,Economy,Current,False,FiftyThou,False,Normal,Normal,None,True,False,TenThou,Football,Good,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Adventurous,FamilySedan,Older,False,FiftyThou,False,Normal,Excellent,None,False,False,TenThou,Tank,Good,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,FamilySedan,Older,False,TwentyThou,False,Normal,Normal,None,False,False,TenThou,Tank,Excellent,Zero,False,Secure,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Cautious,Luxury,Current,True,FiveThou,False,Expert,Excellent,None,True,True,FiftyThou,Tank,Excellent,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Normal,FamilySedan,Older,False,FiftyThou,False,SubStandard,Poor,None,True,True,FiveThou,Football,Good,Many,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Cautious,SportsCar,Older,False,Domino,False,SubStandard,Poor,Moderate,False,True,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,True,Thousand,Severe,False,TenThou,TenThou
Senior,UpperMiddle,Cautious,SportsCar,Current,True,FiveThou,False,Normal,Normal,None,True,True,TenThou,EggShell,Fair,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Adventurous,FamilySedan,Older,False,TwentyThou,False,SubStandard,Poor,Mild,False,False,TwentyThou,Tank,Good,Many,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Adventurous,Economy,Older,False,TwentyThou,False,SubStandard,Poor,Moderate,False,False,FiveThou,Football,Good,Many,False,Suburb,Thousand,Thousand,True,HundredThou,Moderate,False,Thousand,HundredThou
Adult,UpperMiddle,Adventurous,Luxury,Current,False,FiftyThou,False,Normal,Normal,None,True,False,FiftyThou,Football,Good,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Senior,Prole,Cautious,Economy,Older,False,TwentyThou,True,Normal,Normal,None,False,True,TenThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Adventurous,Economy,Older,False,FiftyThou,False,SubStandard,Poor,None,False,False,FiveThou,EggShell,Poor,Many,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Adventurous,Economy,Older,False,Domino,False,Normal,Excellent,None,False,False,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Adolescent,Middle,Normal,FamilySedan,Older,False,FiftyThou,False,Normal,Normal,None,False,True,FiveThou,Football,Good,Zero,True,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,FamilySedan,Older,False,FiftyThou,False,Normal,Normal,None,False,False,FiveThou,Tank,Excellent,Zero,False,Suburb,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Normal,Economy,Older,False,TwentyThou,False,Normal,Normal,Mild,False,False,FiveThou,Football,Good,Many,True,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,Economy,Older,False,TwentyThou,False,SubStandard,Poor,None,False,True,FiveThou,EggShell,Poor,Many,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,UpperMiddle,Adventurous,Luxury,Current,True,FiftyThou,False,SubStandard,Poor,None,True,False,FiftyThou,Football,Good,Many,True,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Normal,Economy,Current,False,FiftyThou,False,Normal,Normal,None,True,False,TenThou,Football,Good,Zero,False,Suburb,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Adventurous,Economy,Older,False,TwentyThou,False,SubStandard,Poor,None,False,False,FiveThou,EggShell,Fair,Many,True,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Middle,Cautious,FamilySedan,Current,True,FiftyThou,False,SubStandard,Poor,Mild,True,True,TwentyThou,Football,Good,One,False,Secure,Thousand,Thousand,False,Thousand,Mild,False,Thousand,TenThou
Adult,Prole,Cautious,Economy,Older,False,FiftyThou,False,Normal,Excellent,None,False,True,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Cautious,SportsCar,Current,True,TwentyThou,False,Normal,Normal,None,True,True,FiftyThou,EggShell,Fair,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,Economy,Current,False,Domino,False,Normal,Normal,None,True,False,TenThou,Football,Good,One,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Adventurous,Economy,Older,False,FiftyThou,False,SubStandard,Poor,Mild,False,False,FiveThou,EggShell,Poor,Many,False,City,Thousand,Thousand,True,Thousand,Mild,False,Thousand,Thousand
Adult,Middle,Normal,Economy,Current,False,TwentyThou,False,Normal,Normal,None,True,False,TenThou,EggShell,Fair,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Middle,Cautious,FamilySedan,Older,False,TwentyThou,False,Normal,Normal,None,False,True,FiveThou,Tank,Good,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,UpperMiddle,Normal,Luxury,Current,True,FiftyThou,False,Expert,Excellent,None,True,True,FiftyThou,Football,Good,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adolescent,Middle,Adventurous,Economy,Older,False,TwentyThou,False,SubStandard,Poor,Mild,False,False,FiveThou,EggShell,Poor,Many,False,Rural,Thousand,Thousand,True,Thousand,Mild,False,Thousand,Thousand
Senior,Prole,Cautious,Economy,Older,False,TwentyThou,True,Normal,Excellent,None,False,True,FiveThou,EggShell,Fair,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Middle,Cautious,SportsCar,Older,False,FiftyThou,False,Normal,Normal,None,False,True,TenThou,Football,Fair,Zero,False,Secure,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,FamilySedan,Older,False,FiftyThou,False,Normal,Normal,None,False,False,FiveThou,Tank,Good,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Adventurous,Economy,Older,False,FiftyThou,False,Normal,Normal,None,False,False,FiveThou,EggShell,Poor,One,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Adult,Prole,Normal,SportsCar,Older,False,TwentyThou,False,Normal,Normal,None,False,False,TenThou,EggShell,Fair,Zero,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,Prole,Normal,Economy,Older,False,TwentyThou,True,Expert,Excellent,None,False,False,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
